Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::from_chars,581.509,0.138676,1.2608ms,4000,30,2482.76,6560,Win
std::from_chars,281.735,0.109717,2.4808ms,4000,30,6620.69,13540,Loss
strtoll/strtoull,120.363,1.93375,5.6991ms,4000,30,1.12682e+07,31693.3,Loss
