Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::from_chars,300.812,1.86543,5.779ms,10000,30,1.04927e+07,31703.3,8.21773,Win
std::from_chars,216.334,1.52916,8.8359ms,10000,30,1.36325e+07,44083.3,11.4377,Loss
strtoll/strtoull,58.3049,0.818686,31.042ms,10000,30,5.37954e+07,163567,42.45,Loss
