Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::from_chars,249.893,1.544,6.9404ms,10000,30,1.04162e+07,38163.3,9.90149,Win
std::from_chars,203.14,1.23119,19.792ms,10000,30,1.00226e+07,46946.7,12.1741,Loss
strtoll/strtoull,59.5637,0.905769,29.3222ms,10000,30,6.30947e+07,160110,41.5516,Loss
