Library,Throughput (MB/s),Throughput Deviation (%),Bytes Processed,Measured Executions,Iterations to Stabilize,Position
vn::from_chars,343.612,0.697592,400,60,57,Win
std::from_chars,258.538,0.935366,400,60,26,Loss
strtoll/strtoull,107.304,0.491591,400,60,59,Loss
