Library,Throughput (MB/s),Throughput Deviation (%),Bytes Processed,Measured Executions,Iterations to Stabilize,Position
vn::from_chars,151.269,0.366342,1000,60,43,Win
std::from_chars,133.114,0.365516,1000,60,20,Loss
strtoll/strtoull,80.6204,0.187272,1000,60,60,Loss
