Library,Throughput (MB/s),RSE (%),Time (ms),Bytes Processed,Measured Sample Size,Variance,Mean,Position
vn::from_chars,377.195,0.181975,2.2105ms,2000,30,2540.23,5056.67,Win
std::from_chars,212.795,0.0998351,1.6674ms,2000,30,2402.3,8963.33,Loss
strtoll/strtoull,82.5335,0.703672,4.1877ms,2000,30,793345,23110,Loss
