Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::from_chars,203.849,0.917182,8.633ms,10000,30,5.52351e+06,46783.3,Win
std::from_chars,170.909,1.24304,23.6296ms,10000,30,1.44331e+07,55800,Loss
strtoll/strtoull,53.6606,0.592761,32.4522ms,10000,30,3.32943e+07,177723,Loss
