Library,Throughput (MB/s),RSE (%),Time (ms),Bytes Processed,Measured Sample Size,Variance,Mean,Position
vn::from_chars,870.988,0.027323,0.262455ms,1000,30,2.68506,1094.93,Win
std::from_chars,441.039,0.134352,0.464671ms,1000,30,253.195,2162.33,Loss
strtoll/strtoull,152.39,0.155761,1.26178ms,1000,30,2850.51,6258.1,Loss
