Library,Throughput (MB/s),Throughput Deviation (%),Bytes Processed,Measured Executions,Iterations to Stabilize,Position
std::from_chars,65.9625,4.57573,100,60,43,Tie
vn::from_chars,61.9888,4.58923,100,60,888,Tie
strtoll/strtoull,41.5908,2.41902,100,60,361,Loss
