Library,Throughput (MB/s),Throughput Deviation (%),Bytes Processed,Measured Executions,Iterations to Stabilize,Position
vn::from_chars,160.535,3.59767,200,60,45,Win
strtoll/strtoull,76.2939,2.65747,200,60,8,Loss
std::from_chars,42.4385,1.45546,200,60,15,Loss
