Library,Throughput (MB/s),Throughput Deviation (%),Bytes Processed,Measured Executions,Iterations to Stabilize,Position
vn::from_chars,146.23,4.23585,200,60,39,Win
strtoll/strtoull,73.6448,2.61413,200,60,60,Loss
std::from_chars,41.4848,1.4275,200,60,5,Loss
