Library,Throughput (MB/s),RSE (%),Time (ms),Bytes Processed,Measured Sample Size,Variance,Mean,Position
vn::from_chars,416.214,0.146472,33.4689ms,80000,30,2.16261e+06,183305,Win
std::from_chars,235.232,0.350933,57.3092ms,80000,30,3.88648e+07,324335,Loss
strtoll/strtoull,194.051,0.0661079,70.8879ms,80000,30,2.02664e+06,393165,Loss
