Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,791.759,0.277731,237.153ms,1093847,120,1.60678e+09,1.31754e+06,3.83556,Win
jeaiii::to_text,758.103,0.245484,249.242ms,1093847,120,1.36925e+09,1.37603e+06,4.00639,Loss
