Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,1031.7,0.608193,19.3855ms,114370,120,4.96111e+07,105720,2.94303,Win
jeaiii::to_text,962.848,0.452005,20.6263ms,114370,120,3.14615e+07,113280,3.15369,Loss
