Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,1043.53,1.57809,6.89092ms,17690,240,1.5623e+07,16167.6,2.88989,Win
jeaiii::to_text,446.563,1.05987,6.97754ms,17683,120,1.92253e+07,37765.3,6.78839,Loss
