Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::from_chars,141.437,0.701579,12.4575ms,10000,120,2.68539e+07,67427.4,21.473,Win
std::from_chars,128.13,0.426499,13.5084ms,10000,120,1.20924e+07,74430.1,23.7094,Loss
strtoll/strtoull,84.0615,1.29035,20.5914ms,10000,120,2.57158e+08,113450,36.1131,Loss
