Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::from_chars,624.064,1.40116,0.121167ms,400,30,2200.69,611.267,Win
std::from_chars,348.12,0.635067,0.22ms,400,30,1452.86,1095.8,Loss
strtoll/strtoull,219.551,0.630597,0.326167ms,400,30,3601.43,1737.5,Loss
