Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::from_chars,327.503,0.363718,105.024ms,200000,30,1.34611e+08,582390,Win
strtoll/strtoull,156.866,0.242484,219.869ms,200000,30,2.6079e+08,1.21591e+06,Loss
std::from_chars,126.881,4.57418,554.688ms,200000,30,1.41846e+11,1.50326e+06,Loss
