Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::from_chars,340.142,0.228893,104.241ms,200000,30,4.94224e+07,560750,Win
std::from_chars,201.272,0.690634,169.715ms,200000,30,1.28502e+09,947647,Loss
strtoll/strtoull,156.403,0.277321,220.098ms,200000,30,3.43127e+08,1.21951e+06,Loss
