Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::from_chars,259.703,0.568452,66.3398ms,100000,30,1.30724e+08,367217,11.6987,Win
std::from_chars,218.803,0.497046,78.8444ms,100000,30,1.40802e+08,435860,13.8837,Loss
strtoll/strtoull,101.909,0.453706,172.097ms,100000,30,5.40806e+08,935807,29.8155,Loss
