Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,2288.56,2.02107,36.411ms,97411,480,3.23068e+08,40592.5,1.3255,Win
jeaiii::to_text,2064.34,2.41953,8.5207ms,97407,120,1.42256e+08,45000,1.47006,Loss
