Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,1518.27,1.09763,0.4278ms,565,240,3652.55,355.417,1.86754,Win
jeaiii::to_text,1388.99,1.29952,0.0982ms,565,120,3056.02,388.333,2.13756,Loss
