Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,2442.61,2.40276,3.242ms,19379,240,7.9322e+06,7566.25,1.23785,Win
jeaiii::to_text,2242.42,1.85692,1.7002ms,19382,120,2.81172e+06,8243.33,1.34932,Loss
