Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,1729.31,2.18919,0.0651ms,483,120,4089.64,266.667,1.6323,Win
jeaiii::to_text,1448.64,2.43736,0.0954ms,483,120,7224.09,318.333,1.95757,Loss
