Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
jeaiii::to_text,851.867,0.819157,105.725ms,516054,30,6.71897e+08,577728,3.56419,Tie
vn::to_chars,831.856,1.33183,105.542ms,516054,30,1.86256e+09,591626,3.64894,Tie
