Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,2238.68,1.63119,0.687194ms,2565,30,9532.58,1092.8,1.33403,Win
jeaiii::to_text,695.127,0.949997,1.13165ms,2565,30,33535.4,3519.4,4.34238,Loss
