Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,2363.38,1.89704,0.751245ms,3139,30,17325.7,1266.8,1.26734,Win
jeaiii::to_text,1080.89,0.586888,2.33874ms,3144,30,7952.19,2774.13,2.7869,Loss
