Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,1299.7,0.370699,9.05184ms,9988,48,35430.6,7329.04,2.32805,Win
jeaiii::to_text,1247.33,0.451055,9.55684ms,9988,48,56953.1,7636.75,2.42601,Loss
