Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,1294.79,1.96543,0.603048ms,466,30,1364.46,343.133,2.20414,Win
jeaiii::to_text,1201.31,1.54715,3.61639ms,465,30,978.133,369.067,2.35628,Loss
