Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
std::from_chars,216.94,0.269985,158.387ms,200000,30,1.69036e+08,879204,Win
vn::from_chars,207.21,0.0822275,166.817ms,200000,30,1.71867e+07,920490,Loss
strtoll/strtoull,114.35,0.122935,305.641ms,200000,30,1.2614e+08,1.66799e+06,Loss
