Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::from_chars,731.857,0.824607,9.58267ms,40000,30,5.54221e+06,52123.6,Win
std::from_chars,282.309,0.428549,24.2779ms,40000,30,1.00599e+07,135125,Loss
strtoll/strtoull,226.644,0.167847,30.3594ms,40000,30,2.39432e+06,168313,Loss
