Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::from_chars,667.562,0.243809,21.1996ms,80000,30,2.32926e+06,114288,Win
std::from_chars,337.829,0.213744,40.7115ms,80000,30,6.99028e+06,225836,Loss
strtoll/strtoull,267.171,0.235475,51.5798ms,80000,30,1.35647e+07,285562,Loss
