Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
jeaiii::to_text,358.972,1.08159,1.42797ms,2957,120,866613,7857.07,Win
vn::to_chars,305.97,1.93756,1.6809ms,2957,120,3.82807e+06,9218.13,Loss
