Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
jeaiii::to_text,304.179,1.71145,1.9671ms,3455,120,4.12489e+06,10833.1,Tie
vn::to_chars,299.752,0.750357,1.98298ms,3455,120,816497,10993.1,Tie
