Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::to_chars,408.193,1.95197,1.312ms,595,480,354377,1392,Tie
jeaiii::to_text,405.171,2.4744,0.652032ms,596,240,289547,1403.73,Tie
