Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,421.797,0.876132,119.998ms,295983,120,4.12523e+09,669212,7.20167,Win
jeaiii::to_text,402.485,0.835284,126.378ms,295983,120,4.11798e+09,701322,7.54827,Loss
