Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,385.85,0.735958,0.187ms,344,120,4705.18,850.833,7.70287,Win
jeaiii::to_text,373.062,0.947129,0.1791ms,344,120,8336.13,880,7.88792,Loss
