Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,1317.39,2.00411,26.6007ms,199959,120,1.0099e+09,144753,2.30488,Win
jeaiii::to_text,356.65,1.41326,96.1043ms,199959,120,6.85214e+09,534688,8.51832,Loss
