Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
jeaiii::to_text,386.82,1.7993,1.573ms,3451,120,2.81294e+06,8509.17,7.82801,Tie
vn::to_chars,374.998,1.7506,7.9762ms,3447,480,1.13065e+07,8767.08,8.0746,Tie
