Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,1420.28,1.10898,0.2603ms,2003,120,26697.5,1345,2.11869,Win
jeaiii::to_text,375.462,1.3394,6.4488ms,1999,300,1.38835e+06,5079,8.04564,Loss
