Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
jeaiii::to_text,580.448,0.608725,0.1797ms,542,120,3528.71,890.833,5.13344,Win
vn::to_chars,560.523,0.608014,0.1913ms,542,120,3775.21,922.5,5.29454,Loss
