Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::from_chars,164.163,0.498816,103.902ms,100000,120,1.00766e+09,580932,Win
std::from_chars,141.786,1.23968,128.717ms,100000,120,8.34325e+09,672614,Loss
strtoll/strtoull,94.626,0.360566,190.831ms,100000,120,1.58464e+09,1.00784e+06,Loss
