Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::from_chars,1084.12,1.0975,10.1839ms,8000,300,1.78963e+06,7037.44,Win
std::from_chars,444.921,1.19228,3.34694ms,8000,120,5.01596e+06,17147.7,Loss
