Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::from_chars,658.615,2.15187,0.55808ms,800,240,149129,1158.4,Win
strtoll/strtoull,239.536,1.37775,0.591104ms,800,120,231079,3185.07,Loss
