Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
std::from_chars,355.566,1.51204,3.93779ms,8000,120,1.26314e+07,21457.1,Win
strtoll/strtoull,185.002,1.82977,7.13318ms,8000,120,6.83282e+07,41239.5,Loss
