Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,807.877,0.472269,23.3495ms,109446,120,4.46759e+07,129198,3.75812,Win
jeaiii::to_text,744.801,0.506775,25.3524ms,109446,120,6.05249e+07,140140,4.07768,Loss
