Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,554.612,0.450696,168.919ms,546632,120,2.15359e+09,939954,5.47255,Tie
jeaiii::to_text,551.012,0.261627,169.987ms,546632,120,7.35217e+08,946095,5.51068,Tie
