Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,909.383,0.591163,0.21267ms,1039,120,4987.92,1090.59,3.27957,Win
jeaiii::to_text,863.699,0.282095,1.55351ms,1044,300,3177.18,1153.63,3.45564,Loss
