Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
jeaiii::to_text,462.692,0.306367,1.12197ms,2995,120,42943.3,6174.68,6.54377,Tie
vn::to_chars,459.444,1.95263,1.1332ms,2995,120,1.76917e+06,6218.34,6.5783,Tie
