Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,1867.22,0.721308,2.57821ms,27364,120,1.21961e+06,13976.5,1.61953,Win
jeaiii::to_text,685.402,1.48405,7.49968ms,27364,120,3.83159e+07,38075.8,4.42153,Loss
