Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,1428.5,1.81132,0.336397ms,2732,120,130997,1824.08,2.10582,Win
jeaiii::to_text,662.67,0.663078,0.720987ms,2732,120,81576.5,3932.12,4.56032,Loss
