Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::to_chars,2832.47,1.46445,1.19233ms,19400,30,274509,6531.97,Win
jeaiii::to_text,2108.14,0.517416,1.61492ms,19400,30,61861.6,8776.27,Loss
