Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
jeaiii::to_text,1000.19,1.35584,0.181084ms,999,30,5004.86,952.633,Tie
vn::to_chars,878.668,8.82551,1.02833ms,1001,48,441618,1086.83,Tie
