Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::to_chars,4554.3,1.77071,0.755209ms,19878,30,162981,4162.57,Win
jeaiii::to_text,2905.39,0.424986,2.81696ms,19879,30,23069.1,6525,Loss
