Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::to_chars,1253.18,1.83701,7.73529ms,56614,30,1.87916e+07,43083.4,Win
jeaiii::to_text,1169.57,1.59883,19.4293ms,56596,30,1.63322e+07,46148.6,Loss
