Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::to_chars,1681.16,2.52195,0.9675ms,9487,30,552668,5381.9,Win
jeaiii::to_text,1406.42,0.585679,1.27996ms,9487,30,42589.6,6433.27,Loss
