Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::to_chars,547.919,0.416206,0.835125ms,2649,30,11049.3,4611.03,Win
jeaiii::to_text,380.95,2.1279,1.20575ms,2649,30,597471,6632.03,Loss
