Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::to_chars,1845.48,5.54824,0.03875ms,314,30,2434.59,162.367,Win
jeaiii::to_text,765.115,1.73878,0.079416ms,314,30,1391.14,391.633,Loss
