Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Position
vn::to_chars,4425.82,1.35717,0.088ms,1889,30,915.03,406.933,Win
jeaiii::to_text,2862.54,0.862277,0.121709ms,1889,30,882.971,629.167,Loss
