Library,Throughput (MB/s),Throughput Deviation (%),Bytes Processed,Measured Executions,Iterations to Stabilize,Position
vn::from_chars,305.823,0.169388,8000,60,26,Win
std::from_chars,189.888,1.58627,8000,60,27,Loss
strtoll/strtoull,161.249,1.40572,8000,60,24,Loss
