Library,Throughput (MB/s),Throughput Deviation (%),Bytes Processed,Measured Executions,Iterations to Stabilize,Position
vn::from_chars,97.0345,0.0992856,200000,60,60,Win
std::from_chars,88.8263,0.293831,200000,60,40,Loss
strtoll/strtoull,64.7775,0.0702737,200000,60,46,Loss
