Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,3770.69,2.08207,0.109237ms,1987,120,13149,502.758,0.772826,Win
jeaiii::to_text,3158.35,2.1156,0.127638ms,1987,120,19350.3,600.233,0.930662,Loss
