Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,1878.78,1.96155,0.313869ms,3146,120,117746,1596.92,1.59889,Win
jeaiii::to_text,1127.35,0.261661,1.23339ms,3146,240,11640.2,2661.55,2.6726,Loss
