Library,Throughput (MB/s),RSE (%),Window Duration,File Size (Bytes),Window Samples (k),Variance,Latency / Run (ns),Cycles/Byte,Position
vn::to_chars,1416.96,1.97545,26.67ms,214832,120,9.79022e+08,144591,2.14064,Win
jeaiii::to_text,725.493,1.32988,50.9276ms,214832,120,1.69253e+09,282401,4.185,Loss
